lugar,texto_resena,rating,latitud,longitud
Exploradores Lago Del Desierto,"Hemos pasado un hermoso día visitando los glaciares Vespignani y Huemul gracias a todo el equipo de Exploradores del Lago del Desierto.
Recomendamos esta experiencia en la naturaleza que no olvidarán nunca !!!",5,-49.330086,-72.88633
Exploradores Lago Del Desierto,"Hice la excursión Desierto Full con mis padres, que ya son personas mayores y los tres pudimos disfrutar de la excursión! Fuimos en el bus de las 12, asique nos acercamos a la oficina, desde donde salía el transfer. Luego de 1.30h de viaje llegamos al Lago. Desde allí tomamos la embarcación que nos dejo en la reserva del glaciar. Hicimos los senderos y luego nos volvimos a embarcar para ir hasta Punta Norte. Estuvimos una media hora mas o menos y luego regresamos. 
Todos fueron muy amables tanto en el puerto como las chicas de la oficina que tuvieron toda la paciencia para explicarles a mis padres de que iba cada excursión. 
Lo recomiendo muchisimo! Un paseo inolvidable!",5,-49.330086,-72.88633
Exploradores Lago Del Desierto,"He hecho la excursion Disierto Full. Super servicio.
Te conducen en un combi de buena onda a donde puedes compartir mate con el conductor hasta Punta Sur para navegar 15 minutos a donde te explican como las cosas se van a estar orgqanisadas y puedes salir el el fuente del pequeño bote para admirar el Fitz Roy y los glaciares al rededor y esteee aguaaa del lago del disierto. Que preciosa ! La vegetacion es realmente diferente. Despues de 15 minutos, llegas hasta el lugar de los pequenos trekking. Tienes bastante tiempo que para hacer los 3 caminatas o si tomas tu tiempo al los ñiradores, tienies bastante tiempo que al menos hacer 2 caminatas. Te consejo la roja. Hermosa ! Vas a caminar por tu cuenta pero hay guias en el lugar al domo que contestan a todas tus preguntas. Al regreso, tinies algunas gallitas, choco caliente y cafe para compartir con los guias y los otros turistos. Una ambiente familia en serio. 
Pero el mejor para la fin. Despues, fuimos hasta el punto norte del lago. Waw, mo hay palabras para describir la vista que tienes sobre de la cara norte del Fitz Roy. Hay que ir un dia sin nubes pero aparte de eso, incredible. El punto norte te trae tambien no se en una otra mundo. Yo me sienti como en un otro siglo, lo de la discubierta del Fitz. 
Despues por el regreso, el mismo.Por la excursion de la tarde, la suerte es que por el regreso te toca el atardecer poco a poco asobre de los glaciares y montañas. 
Te lo recomando sin dudos.Vale la pena poraue no es El chalten, un otro mundo. 
Sandy, de Belgica",5,-49.330086,-72.88633
Exploradores Lago Del Desierto,"I would strongly suggest to not work with this company. Firstly because its cheaper to do it yourself, secondly because its easy and finally because this company will treat you like garbage. 
We had booked transport to punta sur, the boat to cross the lake and 5 days later a boat to sail to O'Higgins from Mancilla. We planned to do a five day hike in between which was supposed to be the real highlight of our trip. 
The trouble began immediatly when we werent picked up in the morning, the company didnt answer their phone so we had to go to their office to find out they had forgotten us. At first they looked willing to solve our problem. They refunded a part of our money and arranged transport to punta sur. Since a couple of hours had past we would be to late to catch the boat so we would have to walk from south too north. Since we had to arrive at mancilla at the same day they PROMISED us a car would pick us up at 1830 at the border. After more then seven hours walking through the rain we arrived at the border at 1800, we waited for 2 hours but no car came. We had to set up camp on the spot and we were forced to cancel our multiday hike. The next day we walked to Mancilla and took the first boat to O'Higgins(wich we had to pay for ourselves since our ticket was for a few days later). When we arrived at O'Higgins I immediatly emailed the company to explain what had happened and that I wanted a full refund since they hadnt provided any services. Obviously I never received a response. I then proceeded to call them. At first they pretended they didnt know what I was talking about, a phone call later they didnt speak English anymore and the third call they pretended the reception was week. When I finally got contact via whatsapp (they spoke English again) they promised me a full refund and to keep me up to date on the process. That was the last I ever heard of them, they started completely ignoring my texts when I asked for an update after 10(10!!) days.",1,-49.330086,-72.88633
Mirador de las Aguilas,"Short trail, ideal to combine with condor viewpoint and jump splash in the same day for those people who go with just the right days and do not want to miss anything",5,,
Mirador de las Aguilas,"Although the entrance to the park is expensive (AR$45,000 ~ US$36/person), there are 2 good trails to do in about 3 hours.
The Mirador de Los Condores trail, which is shorter but steeper, and the Mirador das Aguilas trail, which is a bit longer but without difficulties, have a good, practically flat stretch. You can do both trails in a row, and the one I liked the most was the Aguilas trail. On the viewpoint you can see the large lake Viedma. The view is very beautiful and worth it.",4,,
Mirador de las Aguilas,"This is the other viewpoints trail when you're going up towards the mirador de los condores hike just outside of town. Decent hike, not very strenous, it is way less crowded than the condores hike. At the viewpoint, you get views of the lake and glacier - we were lucky to see broken fragments of floating glaciers - its a good picnic spot if you wanted to enjoy a serene viewpoint while having sandwiches.",4,,
Mirador de las Aguilas,"Esta caminata es de dificultad baja, hay un tramo en el que el guia avisa de un punto de no retorno, si se encuentran con molestias deben volver, en la cima se ve la ciudad del Chalten y el Fitz Roy.
En total no es mas de 1:30 entre subida y bajada, si quieren llevar un palo de trekking puede servirles, en mi caso me ayudó en una de las subidas, debido a una rodilla lastimada.",5,,
Mirador de las Aguilas,"Lo hicimos en el dia de llegada, despues de Mirador de los condores. Tiene dificultad muy baja, y no lleva mucho tiempo. Llegando tenes hermosa vista del lago Viedma. Volviendo hicimos recorrido por arriba. Espectacular! Las vistas de altura son increíbles! Recomiendo hacer 2 senderos juntos. Tienen vistas distintas a El Chalten, Fitz Roy y lago Viedma. Imperdible recorrido!",5,,
Mirador de las Aguilas,"Iniciamos el ascenso al mirador de Condores, pero antes de bajar, y con reserva de energia comenzamos  esta otra travesia que nos sorprendio al final con esa vista amplia hacia el oeste con la inmensidad del Lago Viedma, disfrutando alli de un buen tiempo para recuperarse y dejarse perder en la mirada.
Hay que hacer los 2 senderos.",5,,
Mirador de las Aguilas,Facil de llegar . Se hace en poco tiempo y Tiene una hermosa vista .   Ideal para  hacer cuando uno llega a la ciudad despues del mediodia . ,4,,
Mirador de las Aguilas,Lo realizamos al otro día de haber nevado. Todo el paisaje era blanco. Se tiene una vista panorámica del lago Viedma. Hermosos paisajes!!,4,,
Mirador de las Aguilas,"Son aprox 2 km de ida, de fácil acceso estando en el pueblo.
Linda vista del Chalten y el Fitz Roy. 
Para tomar unos mates si el tiempo lo permite. ",5,,
Mirador de las Aguilas,"Otro treking para la familia y de fácil acceso sin dificultades.  Solo 2 km x tramo.
Hermosas vista de todo los alrededores del chalten ",4,,
Mirador de las Aguilas,"Lejos la mejor vista del pueblo, caminas un poco más que el mirador del Cóndor pero es mucho más lindo!",5,,
Mirador de las Aguilas,"Caminata liviana que se puede realizar con chicos y hasta con bebés. Si es con bebés, es indispensable llevarlo con mochila portabebé. Vistas hermosas de la ciudad y hermosos paisajes. Pasar por la oficina de información.",5,,
Mirador de las Aguilas,"Apenas saliendo de la ciudad, al lado del Centro de Visitantes de la Administración de Parques Nacionales, inicia el sendero al mirador de los Cóndores y Las Águilas (una bifurcación). Tiene un desnivel suave, por lo que se hace accesible para casi todas las personas. El camino está bien señalizado y no reviste dificultad. Al llegar nos encontramos con una vista es impresionante. Se podrá ver un vasto escenario de estepa patagónica y a lo lejos  una vista panorámica sobre la estepa y el lago Viedma hacia el sur. También se alcanzan a ver los cerros Huemul y Pirámide.",4,,
Mirador de las Aguilas,"A trilha até o Mirador Las Águilas começa na bifurcação sinalizada cerca de dez minutos antes de chegar ao mirante Los Condores. Para acessá-la, basta seguir o sinal indicativo da placa à direita e seguir em frente numa trilha de terra praticamente plana, com uma enorme montanha à direita.

Essa trilha curta tem um declive suave à medida que avança descobre o grande Lago Viedma no horizonte, mas nada complicado ou exigente.

O mirante fica à esquerda e tem uma vista panorâmica incrível para a estepe e o Lago Viedma a sul, o Monte Huemul a oeste e o Monte Pirámide a leste. Um lugar que merece ser aproveitado com muita calma.

Vale lembrar que essa trilha somente deve ser feita se o tempo estiver bom, pois se chover, a trilha ficará bastante perigosa e a visão do topo ficará muito prejudicada.

Detalhes: Distância total percorrida desde o escritório do Parque Nacional na base da montanha (ida e volta): 6 km 
Tempo: aprox. 3 horas no total.
Dificuldade: fácil
Subida Total / Descida: aproximadamente 200 metros",4,,
Parque Municipal Llao Llao,"El sendero de este parque comienza a unos 1,8 km de la parada del colectivo N° 20 en puerto pañuelos caminando sobre la ruta como quien sigue circuito chico. 

Es un sendero de trekking de 2,8 kms a playa tacul (Divino lugar!! y el sendero es hermoso para hacerlo en familia, muy facil de hacer), en el camino de este sendero tienen la difurcacion al ascenso del cerro Llao Llao, no fui pero dicen que la vista es super magica, pero ojo el ascenso es algo exigido. Recomiendo hacer este sendero a Playa Tacul, es hermoso. Dia lluvioso o de viento NO LO HAGAN, es peligroso. En mi caso a la vuelta nos volvimos por la ruta por las dudas que nos lloviera!! 

DISFRUTEN!!! Y HAGAN TODO EN COLE DE LINEA INTERNAN QUE AHORRAN UN MONTON DE DINERO Y LOS LLEVA A TODOS LADOS!! ",5,-41.05206,-71.540215
Parque Municipal Llao Llao,Hay varios lugares para recorrer en esta zona. El sendero y mirador tacul precioso. Villa tacul hermosa playa. Son caminatas en gral simples pero dentro del bosque. Muy lindo. Para varios días. Lago Moreno una playa más difícil para meterse al lago pero que bordeando el lago se tiene una vista hermosa del llao llao. Infinito bariloche.,5,-41.05206,-71.540215
Parque Municipal Llao Llao,"Es un hermoso cerro para hacer trekking. Yo subí desde villa Traful. Es bastante duro para quieren no estamos acostumbrados a este tipo de actividad. Pero no es imposible y vale mucho la pena hacer el esfuerzo. La cima tiene una vista totalmente increíble. 
Camino muy empinado
Duración entre 40min a 1hs",5,-41.05206,-71.540215
Parque Municipal Llao Llao,Un trekking de un kilometro y medio a traves de un bosque con arrayanes y cohiues hasta el lago Moreno,5,-41.05206,-71.540215
Parque Municipal Llao Llao,"La propaganda diría, véala, antes que desaparezca, que es lo que dicen que irá a suceder en pocos años.",4,-41.05206,-71.540215
Parque Municipal Llao Llao,"Hicimos la caminata del sendero de Los Arrayanes. Super recomendable! Un bosquecito de Arrayanes divino! 
Realmente visitar este lugar es algo que recomiendo totalmente. No te lo pierdas, podes llegar en colectivo local desde el centro de la ciudad (pagas con la SUBE)",5,-41.05206,-71.540215
Parque Municipal Llao Llao,"realmente visitar este lugar es algo que recomiendo totalmente. El bosque es fabuloso. No te lo pierdas, podes llegar en colectivo local desde el centro de la ciudad (pagas con la SUBE)",5,-41.05206,-71.540215
Parque Municipal Llao Llao,"Pensando que en estas vacaciones las hago solo, debo tener presente que las cosas que haga me debo sentir a gusto, por lo que este lugar es imperdible, salvo la gente que justo te toca en la caminata, hablan fuerte, música en sus celulares, etc, falta de empatia y respeto a la naturaleza o a los demás que buscamos tranquilidad. Asique si yo lo pasé bien, con amigos o familia mejor, equipo de mate infaltable. Sin costo.  ",5,-41.05206,-71.540215
Parque Municipal Llao Llao,"Hicimos la caminata del sendero de Los Arrayanes. Super recomendable! Un bosquecito de Arrayanes divino! Llegando a la playa, vistas muy lindas al hotel Llao Llao. Si caminas por la costa hacia la derecha, encontramos una parte del lago congelado, lo cual nos sorprendió y nos quedamos jugando un rato ( con niño de 9). Lindisimo para caminar por la costa con vistas geniales.",5,-41.05206,-71.540215
Parque Municipal Llao Llao,"Hermoso, hay varios senderos para hacer y recorrer por este parque, bien señalizados y mantenidos.
Fuimos al mirador del cerro Llao Llao, nos encantó el camino, las vistas y sobre todo el final. A latarde volvimos de comer e hicimos el sendero del bosquecito de arrayanes y lago López, hermoso también aunque había mucha más gente.
Es un lugar excelente para pasear por los bosques y disfrutra del paisaje.",5,-41.05206,-71.540215
Parque Municipal Llao Llao,"We have to keep pollution out of this beautiful place. So far, the efforts are non existent. But we all can get there. You can get here on public transport.",1,-41.05206,-71.540215
Parque Municipal Llao Llao,"Es tan bonito !

Uno de mis lugares favoritos Villa Tacul, se respira mucha paz.
Playa. Viento. Arrayanes y senderos en el bosque.",5,-41.05206,-71.540215
Parque Municipal Llao Llao,"Vale la pena conocerlo. Esta cerca del Puerto Pañuelo. En la entrada hay oficina de información, estacionamiento gratuito y baños públicos. Se puede tomar colectivo 20 en el centro de Bariloche o en cualquier parte de av. Bustillo. Pasa cada media hora. Bajar en el Puerto Pañuelo y seguir por la ruta 1km más o menos. Hay varios senderos de distinta dificultad. Desde oficina sale uno que va a la playa de lago Moreno, pasando un lindo mini bosque de arrayanes. Algunos senderos están conectados entre si, y otros tienen entradas por  la ruta. Más lindo para mi es Cerro Llao Llao, vale la pena subir. Es de dificultad media.Tiene vista increíble! Excelente lugar para relajarse y contemplar este hermoso paisaje. Hay que llevar agua y comida liviana para picnic. Poner zapatillas para tekking y ropa liviana. Los senderos están señalizados, pero hay que prestar atención.
Muy buena opción conectarse con la naturaleza cerca de Bariloche!",5,-41.05206,-71.540215
Parque Municipal Llao Llao,"Fuimos por historia familiar. No lo conocía pero nos envolvió un silencio bellísimo, sólo pájaros se escuchaban. Un paseo no muy conocido pero hermoso. Por favor si van sean cuidadosos, no arrojen cosas y mucho menos fumar.",5,-41.05206,-71.540215
Parque Municipal Llao Llao,"Es un parque municipal que vale la pena conocer. De Puerto Pañuelo, es mas o menos 1 km sobre la ruta a mano izquierda. Luego, dentro del lugar, en el ingreso hay una oficina de información, unos bancos para hacer pic nic y baños. 
Recomiendo hacerlo, ya que hay varios senderos de dificultad baja- media, con muy buenas vistas. 
Hay que tener en cuenta que en el sitio no hay para comer, ni agua por lo que hay que llevarse todo. ",5,-41.05206,-71.540215
Parque Municipal Llao Llao,"Es un recorrido hermoso y sencillo, vas a encontrar un pequeño bosque de arrayanes que vale la pena entrar!!

Luego podes seguir caminando por un paisaje hermoso de cañas hasta llegar a una pequeña playita, y si prestas atención podes encontrar bajadas al lago escondidas que valen la pena!

No esta muy bien señalizado asi que hay que tener cuidado, por ejemplo hay un cartel que te lleva al Lago Escondido y no recomiendo hacerlo desde acá porque el camino vuelve a sacarte a la ruta para llegar allí. Es mejor que vuelvas donde dejaste estacionado el auto y si aun quieres ir al lago escondido, puedes ir en auto y hacer una pequeña caminata por otro sendero.",5,-41.05206,-71.540215
Parque Municipal Llao Llao,"Comimos una rica merienda con una vista increible, imperdible para un día de relax. Lindo para ir en pareja!",5,-41.05206,-71.540215
Parque Municipal Llao Llao,"Un imperdible del circuito chico, hay lugar para estacionar y caminar, el recorrido dura aprox 2 hs entre ida y vuelta, se pueden ver el llao llamo de fondo y se llega hasta el lago encantado, la perlita es un bosquecito de arrayanes en el medio del parque!!!",4,-41.05206,-71.540215
Parque Municipal Llao Llao,"LInda lugar para hacer trekking, recorrer los bosques del Llao y Llao y admirar el paisaje. Recomiendo este circuito para hacer con niños pequeños que no estén acostumbrados a caminar mucho o para personas mayores ya que hay varios niveles de dificultad y bastantes lugares para parar a retomar energías-",5,-41.05206,-71.540215
Parque Municipal Llao Llao,"Llao llao patagonia, argentina is one of the most remarkable places in the western hemisphere. Beautiful beyond description and yet very accessible. I have visited 5 times and still looking forward to my next trip.",5,-41.05206,-71.540215
Bosque de Arrayanes,"It is a scam, if you find an arrayan I congratulate you, nothing to do with the photos that show you to sell the tour, but you want to feel scammed do not go, and if you want to take the desire you can enter x villa the free angostura.",1,,
Bosque de Arrayanes,"It is not at all what you see in the photos, on the catwalk circuit I will have seen 10 arrayans hopefully. They're almost gone. If you do the full trail you see many more and it is more entertaining. It is not worth paying for a boat + admission fee to go to that alone. For that it is better to go bariloche to the path of the arrayanes of the llao llao that is free.
In short, if you do the full trail it is entertaining to walk, it is quite demanding but it is very well marked and without any obstacles. If you go by boat alone to the forest you will be disappointed",3,,
Bosque de Arrayanes,"If you are in Bariloche or Villa la Angostura, you cannot miss the excursion to the Arrayanes Forest.  
It lasts approximately 3 hours, of which 45 minutes are on the ferry. 
The entire landscape is beautiful, the guide's explanations are very interesting and complete, and the energy of the place is unmatched.",5,,
Bosque de Arrayanes,"A must-see excursion in San Carlos de Bariloche, it integrates the tour with Isla Victoria and lasts almost a day while there is light.
       Very nice tour, without major difficulty, it is necessary to hire it with a company because it is a protected area, it departs by catamaran from Puerto Pañuelo and it is a nice refreshment for the senses and to admire a landscape of enormous beauty in Argentina.",5,,
Bosque de Arrayanes,"We visited this site with a Turisur excursion combined with Victoria Island. The catamaran first visited the Arrayanes Forest. The visit consists of walking about 700 meters along a wooden walkway seeing these wonderful trees of different shapes and that characteristic color. We had a fairly cold day with sleet at times, but on this section of the walk it didn't rain and we were able to enjoy it. I must say that 14 years ago I took this same walk and the trees had a more intense, more vivid color. Now they look a little more opaque and lackluster. In any case, it is a highly recommended walk, not only through the forest but also because of the catamaran ride, which is also very nice.",4,,
Bosque de Arrayanes,"Beautiful place, with planks and steps. Option of alternative ramp and 'smooth' area to go with a wheelchair, although WITH HELP since it is not easy, there is mud and significant inclinations, but 'it can be done'. We went with the company CAU CAU which was EXCELLENT.",5,,
Bosque de Arrayanes,"El bosque esta muy deteriorado, muchos ejemplares secos y otro tanto descoloridos, segun nos indicaron (cuando ya estabamos alli) el cambio climatico los esta afectando, por supuesto que esto no es responsabilidad de las personas que hacen los tours, pero te venden unas fotos que no son actuales y terminas pagando un monton de dinero para ver troncos secos, ademas, las pasarelas estan en mal estado y ni que hablar del muelle, tablas podridas, otras sueltas, un desastre. La cabaña del bosque, la promocionan como casa de te, pero resulta que por dentro es una mugre y te encuentras con un expendio de te y cafe en vasos de telgopor, con una o dos tortas espantosas para elegir, un par de sandwich envueltos en film, una heladera con jugos de cajita y latitas, mas parecido a un kiosco de mal gusto.",1,,
Bosque de Arrayanes,Hermoso lugar. Debo decir que lo padecí pero por no tener experiencia en el calculo de distancia jajaj. ingrese a caminar sin nada mas que ver que onda. Me costo 3hs ida y 3hs vuelta terminas arruinado sino estas en buen estado. En alguno casos tienen pendientes de 45° son mortales. pero el paisaje es hermoso. ahhh se puede descansar y seguir hay muchos lugar para tomar buenos mates y seguir la caminata,5,,
Bosque de Arrayanes,"No vale la pena, no es una excursión interesante en ningún sentido. Es carísima y la casita de te está descuidada y no tiene nada para merendar",1,,
Bosque de Arrayanes,"Espantoso. Casi no quedan arrayanes. La pasarela toda rota. Una vergüenza que comercialicen el parque en ese estado. Lleno de gente, todo descuidado",1,,
Bosque de Arrayanes,"Realizamos la visita tras una larga caminata desde el ingreso del parque (aproximadamente 3 horas). El recorrido por las pasarelas es en un circuito circular y permite admirar estos árboles tan particulares. En lo personal,disfrutamos más del trayecto hasta el bosque que de la visita al mismo en sí, tal vez por la gran cantidad de visitantes en ese momento. El acceso a la confitería es complicado, ya que es la única opción para el gran número de visitantes que el bosque recibe. Los baños estaban en condiciones aceptables.",4,,
Bosque de Arrayanes,Desastre en el bosque. Descuidado. Los arrayanes sin color. Nadie que de una explicación. Tristeza. Feo volver y ver el bosque así.,1,,
Bosque de Arrayanes,"Lo unico bueno es el viaje en catamaran pero para eso hay mil opciones aca en villa y en todo el sur.
El bosque de arrayanes ya casi no tiene arrayanes... la pasarela espantosa q hicieron hace 30 años esta toda rota y para caminar el bosque hay montones de senderos mas naturales y lindos. NO la hagan",2,,
Bosque de Arrayanes,"Horrible. El bosque esta muy descuidado, los arrayanes casi inexistentes, tapado por otra vegetacion y casi muertos o descoloridos. La pasarela en mal estado. La playa sucia y descuidada tambien. En años anteriores el paseo era un lugar hermoso pero en la actualidad se encuentra en un estado deplorable.",1,,
Bosque de Arrayanes,"El bosque es lindo y es algo distinto, pero no es Wow, es un bosque.
No la recomiendo como excursión principal, hay mejores cosas que ver antes como los 7 lagos por ejemplo.
El paseo por el bosque dura unos 25/30 minutos.
Al dia de hoy la casa de Te y los baños estaban cerrados
El catamaran que te lleva cuesta $1800/2000  , tenes una hora de ida una hora en el bosque y una hora de regreso.
Recomiendo llevar comida par almorzar.
Solo aceptan efectivo en los puestos de venta
La entrada al parque cuesta $230 si sos Argentino.",4,,
Bosque de Arrayanes,"Faz parte de um passeio conjugado com a Isla Victoria, feito por duas empresas ótimas (turisur e cau-cau). O acesso por barco em um pier de fácil acesso e o passeio é basicamente uma volta por uma trilha de escadarias de madeira, fáceis de andar e subir. Para quem tem dificuldade de locomoção vai ser mais difícil. Cadeiras de rodas não indicaria. As crianças gostam bastante do passeio. Levem água e algo para comer, tanto no barco quanto nos dois locais.",4,,
Bosque de Arrayanes,"Passeio para quem curte natureza. Foi uma das paradas do passeio da Cau Cau. O passeio de barco é a grande atracao. A parada em Isla Victoria e Bosque arrayanes sao os coadjuvantes. É bonito, mas ok. Nada demais.",3,,
Bosque de Arrayanes,"Então... primeiro você faz o circuito chico, e vê as árvores e as cores da estação mais especial - o outono - e, depois, voçê caminha entre essas cores e árvores. Pra mim, fantástico. Vou repetir!",5,,
Bosque de Arrayanes,"Lindo paseo al bosque pero que dejaria como relleno de tener dias de sobra, tanto por el costo al ir en catamaran como por lo que es. Si quieres ver arrayanes en el parque Llao llao encuentras bosques mas chicos en un corto paseo a pie. Otra forma de llegar es a pie o bici desde villa la angostura, son 12km con lindas vistas. Ah si! Tiene una casa de te...",3,,
Bosque de Arrayanes,"Es imposible disfrutar un lugar lindo como este. Lleno de gente, en cada barco bajan 500 personas, y te dan 45 minutos q no te alcanza ni para sacar una foto. Realmente una estafa, se nota que lo explotan y exprimen al maximo. Realmente lamentable que apuren a la gente tanto, mas con toda la gente que hay",1,,
Exploradores Lago Del Desierto,"Hice la excursión Lago del Desierto Full y me pareció increíble. El día estaba despejado así que se podía ver todo, hasta la cara norte del Fitz Roy, cruzamos el lago entero hasta llegar a Punta Norte (donde las personas hacen el cruce a Chile). En el área Vespignani hay tres opciones de trekking para todos los gustos y preferencias, recomiendo hacer la más larga desde donde se tiene una panóramica completa y muy cerca del Glaciar Vespignani, espero volver para ir al mirador del Glaciar Huemul, gracias a la guía Natasha y al marinero Domingo por la buena onda!",5,-49.330086,-72.88633
Exploradores Lago Del Desierto,"Hicimos la excursión Don Glaciares; la verdad que el servicio está buenísimo y el lugar es increíble. Nos tocó un día de lluvia y frío y así y todo fue hermoso, no me imagino con sol!
Los chicos que te atienden son divinos y todo súper puntual.
Verdaderamente lo recomiendo, una experiencia diferente a los trekking del pueblo.
",5,-49.330086,-72.88633
Exploradores Lago Del Desierto,"El viaje hacia punta sur del lago del desierto es increible, la flora y fauna de todo el camino nos dejaron impactados y enamorados de sus bosques.
Cuando llegamos, el staff del barco nos recibio muy atentamente y la navegacion fue fantastica.
En la reserva nos recibieron en un domo muy bien equipado y nos explicaron cada uno de los senderos y sus dificultades.
Desde el sendero rojo van a obtener una vista increible.",5,-49.330086,-72.88633
Exploradores Lago Del Desierto,Hicimos la excursión con la navegación. Los Guías muy buena onda te esperan con chocolate caliente e infusiones con galletitas a la vuelta de la caminata para completar la experiencia. No llegamos a hacer el glaciar del Huemul lo dejaremos para la próxima. Gracias por todo!,5,-49.330086,-72.88633
Exploradores Lago Del Desierto,"Excursión recomendable. Se visita el Glaciar Vespignani, Glaciar Huemul. Tambien se navega por el Lago del Desierto. La atención en la oficina fue excelente. La guia en la reserva muy simpatica, amable y muy atenta.",4,-49.330086,-72.88633
Cerro Campanario,"We loved this place, incredible view of the city, we were impressed. It's not as high as the others in the city but the landscape is too beautiful...",5,-41.172195,-71.344826
Cerro Campanario,"Beautiful, stunning view, every time you go you found something new to see. Wonderful place surrounded by pure nature",5,-41.172195,-71.344826
Cerro Campanario,"Visit on 16/07/2023
We made the visit together with Circuito Chico. They say that Cerro Campanario has one of the best views of our globe. If it's mine I don't know, I still have to travel a lot, but it's actually very beautiful. It is a must-see spot in Bariloche. If it's in winter, get ready for the queues.",5,-41.172195,-71.344826
Cerro Campanario,"Local is a grace, I went in the low season, so it was empty which provided me with plenty of time to take photos and enjoy the landscape.
What an amazing view it provides.",5,-41.172195,-71.344826
Cerro Campanario,"Spectacular views, economical price, well maintained aerosillas. The bathroom is small but clean and had paper and soap for hands. I recommend that you know Cerro Campanario",5,-41.172195,-71.344826
Cerro Campanario,"Great views. Good service I went with older adult 95 years and they helped her with the aeroplane very kindly.

They should be priced for Argentine resident retirees.",4,-41.172195,-71.344826
Cerro Campanario,"BEAUTIFUL, THE LANDSCAPE IS SPECTACULAR! EVERYTHING IS VERY NICE, THE PEOPLE OF BARILOCHE ARE SUPER FRIENDLY, EASY TO GET TO, AND GOOD PRICES",5,-41.172195,-71.344826
Cerro Campanario,"We went up the path, not by aeroplane. We've done it twice. It's a short but steep hike. It's worth it. I think you enjoy it more than the aeroplane. The views are of the best of Bariloche. Because it's not super high but you see everything. I recommend.",5,-41.172195,-71.344826
Cerro Campanario,"Not as high as Cerro Catedral or Otto but by far the best view and a much cheaper option at 15,000 peso compared to 30,000 for each of the other two. Simply stunning views. I also preferred the open chair lift ride rather than a gondola. The photographs they take as you finish your ride are also reasonably priced at 5,000 peso for digital copy of 7,000 for a printed one.",5,-41.172195,-71.344826
Cerro Campanario,"The place is very good, but it is generally all very neglected.  The other thing to emphasize are the prices, all extremely expensive. Too bad.",3,-41.172195,-71.344826
Cerro Campanario,"We arrived by private car. When you make the line to ascend we are in the middle of a tour. The guide was intended to allow 30 contingent personnel to pass through. We were mistreated and there were no staff from the complex to sort out the line.
We arrived by Car and when we stayed in the line we were in the middle of a tour. The girl in charged of the tour tryed to put 30 persons in front of us. Nobody of the complex assisted us. Very bad moment!",1,-41.172195,-71.344826
Cerro Campanario,"An amazing experience, the best view in the universe. 
Argentinian... you feel ""that little."" Unmissable beauty",4,-41.172195,-71.344826
Cerro Campanario,"10/10 scenery at the top is fantastic, and very windy so hang on to your hat. The ride up is short and easy, my partner who is occasionally prone to vertigo was ok. A small boy dropped his hat so make sure all your important stuff is in your backpack- if you drop something it will be a pain to retrieve. 

Try to avoid the times when the large tour buses arrive. Here is what we experienced on a Sunday in January (we drove in a rental car):

9.45am - the entire parking lot was full of tour buses, huge line. We decided to do other things on the circuito chico and come back later. 

2.50pm (1450hrs) - no line, found parking at the end of the lot. Within minutes a large tour bus arrived so we quickly bought our tickets and went up.

3.40pm (1540hrs) - when we came back down we found 8 tour buses in the parking lot and a long line waiting. This must have been the afternoon round of half-day tours. 

Good luck!",5,-41.172195,-71.344826
Cerro Campanario,"Deception with the tourist.
On January 1st we went there because it says on the website “We are open on January 1st”. Me and many families went there and we found everything closed, contradicting the official website.
Descaso with the tourist!",1,-41.172195,-71.344826
Cerro Campanario,"Wanted to share dangerous experience I had today at the chairlift.

It was really a traumatic experience today  riding for 20 min in the open chairlift without a security bar closed. 
Beyond this traumatic and really  dangerous experience, I was shocked by the attitude of the Cierro Campanario staff immediately after that incident, the guide saying ""just forget about it"" and the Bariloche city tourist office that told me just complete complaint form and was very relaxed telling me it never happened before.
I came with a tour group and was sitted in the chairlift cabin. The security bar didn't close and went back up. I yelled to the staff nearby please stop it and close the bar, I'm in totally open cabin but they did nothing and in 1 sec I was high above the ground. It was 20 min of nightmare to go up the mountain, tilting in the air and trying to hold the side bars as strong asap. I was terrified and still have chest pains. 
I'm afraid of heights in general and this experience was really terrible. 
When I arrived to the upper stop the staff jumped to take my pic to sell it to me later and when I yelled and showed that I was all the way without a security bar they laughed.
I told the group guide about it and his response was ""just forget about it"".
This incident destroyed my tour and my whole trip. I still have 3 weeks in Argentina and Chile before coming back home to Israel and I'm just devastated.

It's life threatening situation that should be treated very seriously by the authorities and not allow this reckless operations.",1,-41.172195,-71.344826
Cerro Campanario,"The landscapes are incredible and very well worth taking the cable car!!! The chocolate with cognac is delicious and the onion and cheese empanada as well. And it is possible to take a taxi and not rely on agency, however go with agency and interesting for the explanations during the Chico Circuit. I made this tour with AVC Tourism which gave us a great service. I recommend!!!!!",5,-41.172195,-71.344826
